gene,peco,y_true,y_pred,y_prob,gene_y,trait
4477,26,0,0,0.180788,LOC_Os05g50624,cerebroside elicitor exposure
6287,26,0,0,0.17180191,LOC_Os01g37480,cerebroside elicitor exposure
3563,26,0,0,0.17138416,LOC_Os05g32110,cerebroside elicitor exposure
8671,26,0,0,0.16375622,LOC_Os02g34590,cerebroside elicitor exposure
9110,26,0,0,0.15945572,LOC_Os01g24690,cerebroside elicitor exposure
5713,26,0,0,0.15271492,LOC_Os11g02270,cerebroside elicitor exposure
7493,26,0,0,0.1455093,LOC_Os08g36790,cerebroside elicitor exposure
2651,26,0,0,0.14189807,LOC_Os04g32980,cerebroside elicitor exposure
5911,26,0,0,0.13635157,LOC_Os03g27120,cerebroside elicitor exposure
6467,26,0,0,0.12795043,LOC_Os08g44260,cerebroside elicitor exposure
4816,26,0,0,0.12775254,LOC_Os08g16350,cerebroside elicitor exposure
2997,26,0,0,0.1264399,LOC_Os03g01110,cerebroside elicitor exposure
1969,26,0,0,0.12463191,LOC_Os08g36970,cerebroside elicitor exposure
11672,26,0,0,0.1243266,LOC_Os03g11460,cerebroside elicitor exposure
9835,26,0,0,0.123802766,LOC_Os01g34480,cerebroside elicitor exposure
11352,26,0,0,0.11732826,LOC_Os05g41400,cerebroside elicitor exposure
2584,26,0,0,0.1135027,LOC_Os06g04020,cerebroside elicitor exposure
11164,26,0,0,0.11239181,LOC_Os05g06890,cerebroside elicitor exposure
8718,26,0,0,0.10943808,LOC_Os07g47720,cerebroside elicitor exposure
968,26,0,0,0.107120596,LOC_Os09g19700,cerebroside elicitor exposure
8214,26,0,0,0.10446791,LOC_Os10g34750,cerebroside elicitor exposure
1278,26,0,0,0.10245103,LOC_Os06g46930,cerebroside elicitor exposure
3898,26,0,0,0.10113885,LOC_Os03g24560,cerebroside elicitor exposure
2401,26,0,0,0.10010737,LOC_Os06g12610,cerebroside elicitor exposure
5904,26,0,0,0.09820543,LOC_Os05g33000,cerebroside elicitor exposure
7811,26,0,0,0.09701635,LOC_Os09g39940,cerebroside elicitor exposure
11704,26,0,0,0.09547055,LOC_Os10g37770,cerebroside elicitor exposure
8445,26,0,0,0.08312809,LOC_Os07g33680,cerebroside elicitor exposure
3026,26,0,0,0.08272708,LOC_Os02g07160,cerebroside elicitor exposure
9778,26,0,0,0.08179423,LOC_Os01g62760,cerebroside elicitor exposure
8027,26,0,0,0.0806469,LOC_Os08g25430,cerebroside elicitor exposure
7771,26,0,0,0.08010166,LOC_Os12g31370,cerebroside elicitor exposure
5257,26,0,0,0.07202164,LOC_Os12g13950,cerebroside elicitor exposure
1078,26,0,0,0.07043342,LOC_Os02g39850,cerebroside elicitor exposure
1174,26,0,0,0.06909836,LOC_Os10g29850,cerebroside elicitor exposure
8041,26,0,0,0.06863522,LOC_Os02g02980,cerebroside elicitor exposure
4652,26,0,0,0.066690356,LOC_Os02g43150,cerebroside elicitor exposure
2368,26,0,0,0.06596708,LOC_Os09g34150,cerebroside elicitor exposure
11796,26,0,0,0.06392758,LOC_Os05g42000,cerebroside elicitor exposure
6167,26,0,0,0.062339067,LOC_Os11g45130,cerebroside elicitor exposure
8768,26,0,0,0.06162219,LOC_Os02g53620,cerebroside elicitor exposure
3548,26,0,0,0.058656357,LOC_Os06g46995,cerebroside elicitor exposure
9842,26,0,0,0.058214985,LOC_Os06g40490,cerebroside elicitor exposure
10420,26,0,0,0.05760961,LOC_Os03g06440,cerebroside elicitor exposure
6764,26,0,0,0.057536084,LOC_Os11g38680,cerebroside elicitor exposure
11018,26,0,0,0.055595603,LOC_Os04g43910,cerebroside elicitor exposure
9390,26,0,0,0.050478093,LOC_Os03g14500,cerebroside elicitor exposure
2068,26,0,0,0.04865538,LOC_Os05g06910,cerebroside elicitor exposure
2282,26,0,0,0.04762908,LOC_Os06g10880,cerebroside elicitor exposure
572,26,0,0,0.045913417,LOC_Os04g02754,cerebroside elicitor exposure
5161,26,0,0,0.04569582,LOC_Os07g47710,cerebroside elicitor exposure
11686,26,0,0,0.044688586,LOC_Os02g43010,cerebroside elicitor exposure
7752,26,0,0,0.04413695,LOC_Os03g60360,cerebroside elicitor exposure
6037,26,0,0,0.041246243,LOC_Os06g08750,cerebroside elicitor exposure
1674,26,0,0,0.041241717,LOC_Os01g02760,cerebroside elicitor exposure
3793,26,0,0,0.039021946,LOC_Os09g27260,cerebroside elicitor exposure
4721,26,0,0,0.036824714,LOC_Os04g27850,cerebroside elicitor exposure
8785,26,0,0,0.03565818,LOC_Os04g30040,cerebroside elicitor exposure
6188,26,0,0,0.03275407,LOC_Os11g06220,cerebroside elicitor exposure
11608,26,0,0,0.032584485,LOC_Os07g43560,cerebroside elicitor exposure
7550,26,0,0,0.030956013,LOC_Os07g17280,cerebroside elicitor exposure
5131,26,0,0,0.030938081,LOC_Os09g36220,cerebroside elicitor exposure
10711,26,0,0,0.03053148,LOC_Os09g32300,cerebroside elicitor exposure
10646,26,0,0,0.030206287,LOC_Os07g03120,cerebroside elicitor exposure
11618,26,0,0,0.029800903,LOC_Os03g58790,cerebroside elicitor exposure
9652,26,0,0,0.029466506,LOC_Os03g11220,cerebroside elicitor exposure
3245,26,0,0,0.02886107,LOC_Os04g54500,cerebroside elicitor exposure
4151,26,0,0,0.027740963,LOC_Os01g60430,cerebroside elicitor exposure
252,26,0,0,0.027197124,LOC_Os06g11990,cerebroside elicitor exposure
4934,26,0,0,0.02645445,LOC_Os04g21890,cerebroside elicitor exposure
1734,26,0,0,0.026221553,LOC_Os02g43760,cerebroside elicitor exposure
10769,26,0,0,0.023981415,LOC_Os02g45344,cerebroside elicitor exposure
5150,26,0,0,0.023300452,LOC_Os09g13610,cerebroside elicitor exposure
6960,26,0,0,0.022171415,LOC_Os08g01770,cerebroside elicitor exposure
10202,26,0,0,0.020751286,LOC_Os05g27304,cerebroside elicitor exposure
4123,26,0,0,0.019520722,LOC_Os01g64670,cerebroside elicitor exposure
7178,26,0,0,0.018568728,LOC_Os03g39020,cerebroside elicitor exposure
8263,26,0,0,0.01813939,LOC_Os11g31330,cerebroside elicitor exposure
3690,26,0,0,0.018045025,LOC_Os07g44110,cerebroside elicitor exposure
3744,26,0,0,0.016729206,LOC_Os10g35710,cerebroside elicitor exposure
5301,26,0,0,0.01655786,LOC_Os09g23790,cerebroside elicitor exposure
9621,26,0,0,0.01649652,LOC_Os11g37100,cerebroside elicitor exposure
8444,26,0,0,0.01535634,LOC_Os03g22950,cerebroside elicitor exposure
3416,26,0,0,0.014595727,LOC_Os05g34320,cerebroside elicitor exposure
8684,26,0,0,0.013965832,LOC_Os10g25680,cerebroside elicitor exposure
6835,26,0,0,0.013787608,LOC_Os01g67240,cerebroside elicitor exposure
4222,26,0,0,0.013487956,LOC_Os06g42770,cerebroside elicitor exposure
2691,26,0,0,0.013480001,LOC_Os05g12130,cerebroside elicitor exposure
5662,26,0,0,0.013177417,LOC_Os03g57280,cerebroside elicitor exposure
5196,26,0,0,0.013012674,LOC_Os06g32860,cerebroside elicitor exposure
6512,26,0,0,0.01278462,LOC_Os06g45300,cerebroside elicitor exposure
10697,26,0,0,0.011976775,LOC_Os05g48890,cerebroside elicitor exposure
11170,26,0,0,0.011900771,LOC_Os04g30490,cerebroside elicitor exposure
7970,26,0,0,0.011696955,LOC_Os06g42000,cerebroside elicitor exposure
2288,26,0,0,0.011615589,LOC_Os04g48060,cerebroside elicitor exposure
3173,26,0,0,0.010930289,LOC_Os01g06020,cerebroside elicitor exposure
9852,26,0,0,0.010657799,LOC_Os11g03520,cerebroside elicitor exposure
9066,26,0,0,0.010621659,LOC_Os01g01390,cerebroside elicitor exposure
2216,26,0,0,0.010274813,LOC_Os08g37630,cerebroside elicitor exposure
9522,26,0,0,0.010119687,LOC_Os11g39450,cerebroside elicitor exposure
267,26,0,0,0.009824854,LOC_Os01g53390,cerebroside elicitor exposure
1347,26,0,0,0.009687959,LOC_Os05g10370,cerebroside elicitor exposure
789,26,0,0,0.009297017,LOC_Os03g29470,cerebroside elicitor exposure
10222,26,0,0,0.008525237,LOC_Os02g36350,cerebroside elicitor exposure
4799,26,0,0,0.007084209,LOC_Os01g64280,cerebroside elicitor exposure
11790,26,0,0,0.00680445,LOC_Os02g45200,cerebroside elicitor exposure
6674,26,0,0,0.006672012,LOC_Os01g15480,cerebroside elicitor exposure
4443,26,0,0,0.006221841,LOC_Os02g25860,cerebroside elicitor exposure
3146,26,0,0,0.006031164,LOC_Os05g41270,cerebroside elicitor exposure
4635,26,0,0,0.005982428,LOC_Os10g40110,cerebroside elicitor exposure
6300,26,0,0,0.005681536,LOC_Os02g34080,cerebroside elicitor exposure
2624,26,0,0,0.005351514,LOC_Os11g32490,cerebroside elicitor exposure
6286,26,0,0,0.005075037,LOC_Os07g05480,cerebroside elicitor exposure
2746,26,0,0,0.004334979,LOC_Os12g36810,cerebroside elicitor exposure
8171,26,0,0,0.004170151,LOC_Os02g13400,cerebroside elicitor exposure
5799,26,0,0,0.004143551,LOC_Os07g03070,cerebroside elicitor exposure
2536,26,0,0,0.004019102,LOC_Os02g18370,cerebroside elicitor exposure
4663,26,0,0,0.003742076,LOC_Os01g14870,cerebroside elicitor exposure
806,26,0,0,0.003660904,LOC_Os04g53300,cerebroside elicitor exposure
11905,26,0,0,0.003577143,LOC_Os11g28365,cerebroside elicitor exposure
2722,26,0,0,0.00355806,LOC_Os05g32430,cerebroside elicitor exposure
902,26,0,0,0.003531724,LOC_Os07g37420,cerebroside elicitor exposure
9155,26,0,0,0.00331982,LOC_Os05g03440,cerebroside elicitor exposure
11131,26,0,0,0.003261016,LOC_Os09g02729,cerebroside elicitor exposure
6785,26,0,0,0.003037829,LOC_Os03g12730,cerebroside elicitor exposure
9037,26,0,0,0.002852446,LOC_Os01g19850,cerebroside elicitor exposure
1052,26,0,0,0.002726047,LOC_Os02g44880,cerebroside elicitor exposure
753,26,0,0,0.002720005,LOC_Os03g49610,cerebroside elicitor exposure
8183,26,0,0,0.002466846,LOC_Os10g30600,cerebroside elicitor exposure
2325,26,0,0,0.001821201,LOC_Os05g25640,cerebroside elicitor exposure
8318,26,0,0,0.001778803,LOC_Os11g42790,cerebroside elicitor exposure
10894,26,0,0,0.001695972,LOC_Os04g40500,cerebroside elicitor exposure
11061,26,0,0,0.001634835,LOC_Os03g55704,cerebroside elicitor exposure
6146,26,0,0,0.001420523,LOC_Os01g62800,cerebroside elicitor exposure
9307,26,0,0,0.001335447,LOC_Os02g06210,cerebroside elicitor exposure
7402,26,0,0,0.001332486,LOC_Os05g33380,cerebroside elicitor exposure
4956,26,0,0,0.001250946,LOC_Os11g07140,cerebroside elicitor exposure
9761,26,0,0,0.001200653,LOC_Os11g05090,cerebroside elicitor exposure
7289,26,0,0,0.001158687,LOC_Os03g11200,cerebroside elicitor exposure
10796,26,0,0,0.001050351,LOC_Os07g12080,cerebroside elicitor exposure
8953,26,0,0,0.000595971,LOC_Os09g23370,cerebroside elicitor exposure
6483,26,0,0,0.000335959,LOC_Os03g25450,cerebroside elicitor exposure
3121,26,0,0,0.000319283,LOC_Os01g31610,cerebroside elicitor exposure
529,26,0,0,0.000267639,LOC_Os04g42140,cerebroside elicitor exposure
877,26,0,0,0.00025291,LOC_Os04g56100,cerebroside elicitor exposure
11869,26,0,0,0.000133009,LOC_Os04g55170,cerebroside elicitor exposure
10832,26,0,0,0.000109893,LOC_Os08g40150,cerebroside elicitor exposure
9913,26,0,0,8.11E-05,LOC_Os05g08990,cerebroside elicitor exposure
1786,26,0,0,5.97E-05,LOC_Os02g54470,cerebroside elicitor exposure
6468,24,1,1,0.99946314,LOC_Os03g55600,watering exposure
9798,24,1,1,0.9989766,LOC_Os08g40830,watering exposure
3053,24,1,1,0.998882,LOC_Os01g64010,watering exposure
11167,24,1,1,0.99885225,LOC_Os05g07030,watering exposure
6467,24,1,1,0.99885046,LOC_Os08g44260,watering exposure
190,24,1,1,0.99855167,LOC_Os01g70570,watering exposure
3353,24,1,1,0.99852246,LOC_Os10g40590,watering exposure
400,24,1,1,0.99850816,LOC_Os08g29650,watering exposure
9601,24,1,1,0.99806374,LOC_Os08g44450,watering exposure
2206,24,1,1,0.9980184,LOC_Os06g11140,watering exposure
9258,24,1,1,0.99762815,LOC_Os04g57350,watering exposure
4703,24,1,1,0.9974745,LOC_Os06g43650,watering exposure
9255,24,1,1,0.9972939,LOC_Os07g32660,watering exposure
9764,24,1,1,0.9969228,LOC_Os10g36470,watering exposure
8229,24,1,1,0.9967248,LOC_Os03g04520,watering exposure
9473,24,1,1,0.99669755,LOC_Os07g47250,watering exposure
9062,24,1,1,0.99665475,LOC_Os08g30820,watering exposure
9589,24,1,1,0.9965444,LOC_Os04g51370,watering exposure
9067,24,1,1,0.996393,LOC_Os11g31640,watering exposure
5219,24,1,1,0.9963863,LOC_Os02g53750,watering exposure
6568,24,1,1,0.99631184,LOC_Os06g13600,watering exposure
4689,24,1,1,0.9960103,LOC_Os06g26340,watering exposure
6451,24,1,1,0.99586946,LOC_Os01g68760,watering exposure
9157,24,1,1,0.9956949,LOC_Os03g01810,watering exposure
10879,24,1,1,0.9955655,LOC_Os01g10280,watering exposure
10356,24,1,1,0.99555594,LOC_Os03g59340,watering exposure
282,24,1,1,0.9952957,LOC_Os02g39200,watering exposure
817,24,1,1,0.99514943,LOC_Os05g46220,watering exposure
8480,24,1,1,0.9949132,LOC_Os08g42730,watering exposure
11968,24,1,1,0.99466974,LOC_Os01g60040,watering exposure
2458,24,1,1,0.9944876,LOC_Os10g06720,watering exposure
3784,24,1,1,0.99440104,LOC_Os11g36160,watering exposure
3651,24,1,1,0.99409986,LOC_Os07g33670,watering exposure
5595,24,1,1,0.99409854,LOC_Os12g27994,watering exposure
6060,24,1,1,0.99393445,LOC_Os08g07790,watering exposure
5294,24,1,1,0.99351805,LOC_Os01g64980,watering exposure
118,24,1,1,0.99344265,LOC_Os12g36630,watering exposure
2611,24,1,1,0.993185,LOC_Os03g12320,watering exposure
2164,24,1,1,0.99298793,LOC_Os12g01190,watering exposure
2474,24,1,1,0.9925344,LOC_Os02g44300,watering exposure
2101,24,1,1,0.9924517,LOC_Os03g42010,watering exposure
6238,24,1,1,0.9921565,LOC_Os02g39870,watering exposure
6574,24,1,1,0.99215627,LOC_Os01g62150,watering exposure
3091,24,1,1,0.99213696,LOC_Os07g15670,watering exposure
2632,24,1,1,0.99179345,LOC_Os09g31486,watering exposure
2990,24,1,1,0.9917207,LOC_Os02g39890,watering exposure
6887,24,1,1,0.99124384,LOC_Os10g34884,watering exposure
11648,24,1,1,0.99077445,LOC_Os05g34680,watering exposure
10582,24,1,1,0.9906461,LOC_Os12g24550,watering exposure
413,24,1,1,0.9905393,LOC_Os01g65550,watering exposure
4568,24,1,1,0.9905363,LOC_Os02g40870,watering exposure
6080,24,1,1,0.9904907,LOC_Os09g03620,watering exposure
3200,24,1,1,0.9902255,LOC_Os01g15630,watering exposure
3669,24,1,1,0.9900889,LOC_Os03g40700,watering exposure
3516,24,1,1,0.9898836,LOC_Os07g43160,watering exposure
179,24,1,1,0.9897882,LOC_Os02g47440,watering exposure
4296,24,1,1,0.98975945,LOC_Os09g29980,watering exposure
5740,24,1,1,0.98933053,LOC_Os10g17990,watering exposure
3515,24,1,1,0.98817235,LOC_Os08g44860,watering exposure
10165,24,1,1,0.98805875,LOC_Os02g02470,watering exposure
3123,24,1,1,0.98805004,LOC_Os07g49230,watering exposure
2473,24,1,1,0.98784745,LOC_Os03g58920,watering exposure
1073,24,1,1,0.987668,LOC_Os06g38940,watering exposure
9285,24,1,1,0.9874371,LOC_Os07g22670,watering exposure
1910,24,1,1,0.98731405,LOC_Os04g33920,watering exposure
1277,24,1,1,0.9873073,LOC_Os08g08840,watering exposure
1082,24,1,1,0.9863436,LOC_Os02g44230,watering exposure
6062,24,1,1,0.98485684,LOC_Os02g54130,watering exposure
6940,24,1,1,0.9836375,LOC_Os09g32526,watering exposure
8634,24,1,1,0.9834939,LOC_Os04g53330,watering exposure
11298,24,1,1,0.9833435,LOC_Os12g14070,watering exposure
8428,24,1,1,0.98317426,LOC_Os07g37630,watering exposure
2568,24,1,1,0.9830294,LOC_Os06g42860,watering exposure
6922,24,1,1,0.9829784,LOC_Os09g33860,watering exposure
410,24,1,1,0.98232585,LOC_Os02g38160,watering exposure
11225,24,1,1,0.9820862,LOC_Os05g43440,watering exposure
9588,24,1,1,0.98138684,LOC_Os08g32650,watering exposure
5729,24,1,1,0.98098123,LOC_Os05g05390,watering exposure
9023,24,1,1,0.98086655,LOC_Os03g10230,watering exposure
11217,24,1,1,0.98079556,LOC_Os02g50370,watering exposure
3565,24,1,1,0.9806348,LOC_Os07g09320,watering exposure
12089,24,1,1,0.98049897,LOC_Os10g05230,watering exposure
2639,24,1,1,0.98029745,LOC_Os01g15580,watering exposure
6236,24,1,1,0.9801737,LOC_Os06g30320,watering exposure
1290,24,1,1,0.97973365,LOC_Os11g06290,watering exposure
9012,24,1,1,0.9797165,LOC_Os08g02330,watering exposure
2797,24,1,1,0.9787608,LOC_Os03g51540,watering exposure
5944,24,1,1,0.9784309,LOC_Os03g24380,watering exposure
6595,24,1,1,0.97840947,LOC_Os06g49120,watering exposure
4520,24,1,1,0.97826004,LOC_Os04g04254,watering exposure
1679,24,1,1,0.9781181,LOC_Os04g37600,watering exposure
7618,24,1,1,0.9779383,LOC_Os08g23710,watering exposure
4577,24,1,1,0.97752655,LOC_Os07g42180,watering exposure
11692,24,1,1,0.97737986,LOC_Os07g40930,watering exposure
5244,24,1,1,0.97736675,LOC_Os06g47350,watering exposure
354,24,1,1,0.977344,LOC_Os10g26400,watering exposure
10178,24,1,1,0.9768242,LOC_Os05g40770,watering exposure
186,24,1,1,0.9767064,LOC_Os11g42070,watering exposure
4349,24,1,1,0.97627467,LOC_Os01g14370,watering exposure
2582,24,1,1,0.97536737,LOC_Os04g33190,watering exposure
10849,24,1,1,0.9749825,LOC_Os09g15340,watering exposure
13,24,1,1,0.9747644,LOC_Os03g10350,watering exposure
3829,24,1,1,0.97422135,LOC_Os03g13170,watering exposure
10464,24,1,1,0.97419137,LOC_Os10g22039,watering exposure
7953,24,1,1,0.9734982,LOC_Os10g29650,watering exposure
5876,24,1,1,0.9727374,LOC_Os10g20310,watering exposure
1814,24,1,1,0.9722773,LOC_Os08g35220,watering exposure
917,24,1,1,0.97106737,LOC_Os05g41790,watering exposure
10326,24,1,1,0.9709419,LOC_Os06g02550,watering exposure
3110,24,1,1,0.9709033,LOC_Os01g68380,watering exposure
8798,24,1,1,0.970843,LOC_Os01g72800,watering exposure
2354,24,1,1,0.969872,LOC_Os09g21110,watering exposure
4848,24,1,1,0.9694508,LOC_Os05g38360,watering exposure
1581,24,1,1,0.96833694,LOC_Os08g37130,watering exposure
11542,24,1,1,0.96785843,LOC_Os03g22420,watering exposure
8098,24,1,1,0.96782863,LOC_Os03g49770,watering exposure
4983,24,1,1,0.9666294,LOC_Os06g49110,watering exposure
455,24,1,1,0.9663607,LOC_Os02g39970,watering exposure
7631,24,1,1,0.9658717,LOC_Os04g44820,watering exposure
5521,24,1,1,0.9655126,LOC_Os03g59640,watering exposure
596,24,1,1,0.96487844,LOC_Os07g01560,watering exposure
120,24,1,1,0.9648707,LOC_Os03g16790,watering exposure
5370,24,1,1,0.96479344,LOC_Os02g56200,watering exposure
364,24,1,1,0.96439004,LOC_Os01g67220,watering exposure
10134,24,1,1,0.9639038,LOC_Os08g37320,watering exposure
10640,24,1,1,0.9637586,LOC_Os11g38000,watering exposure
5824,24,1,1,0.9634828,LOC_Os12g16890,watering exposure
7476,24,1,1,0.9631884,LOC_Os03g15950,watering exposure
11847,24,1,1,0.9629387,LOC_Os02g35160,watering exposure
2031,24,1,1,0.9626544,LOC_Os01g27730,watering exposure
8937,24,1,1,0.962272,LOC_Os01g48700,watering exposure
6597,24,1,1,0.961116,LOC_Os08g42440,watering exposure
5718,24,1,1,0.96062845,LOC_Os03g02830,watering exposure
9577,24,1,1,0.9592986,LOC_Os04g59540,watering exposure
1472,24,1,1,0.9591635,LOC_Os11g34360,watering exposure
10466,24,1,1,0.95902765,LOC_Os09g08430,watering exposure
3953,24,1,1,0.9586537,LOC_Os01g60270,watering exposure
6152,24,1,1,0.95817,LOC_Os12g42870,watering exposure
10815,24,1,1,0.9577821,LOC_Os08g15322,watering exposure
10282,24,1,1,0.9576298,LOC_Os06g29810,watering exposure
8149,24,1,1,0.9547001,LOC_Os03g04050,watering exposure
7943,24,1,1,0.9541986,LOC_Os02g10540,watering exposure
450,24,1,1,0.95416987,LOC_Os07g19530,watering exposure
9389,24,1,1,0.95300066,LOC_Os01g56130,watering exposure
2359,24,1,1,0.9529535,LOC_Os10g40960,watering exposure
79,24,1,1,0.95264935,LOC_Os05g04820,watering exposure
7018,24,1,1,0.95212764,LOC_Os09g32040,watering exposure
12135,24,1,1,0.9518773,LOC_Os03g50780,watering exposure
11925,24,1,1,0.9518567,LOC_Os02g03440,watering exposure
8240,24,1,1,0.9513793,LOC_Os08g06020,watering exposure
11306,24,1,1,0.9510531,LOC_Os12g24540,watering exposure
10664,24,1,1,0.9507505,LOC_Os01g67970,watering exposure
9858,24,1,1,0.94980764,LOC_Os06g10210,watering exposure
10194,24,1,1,0.9497722,LOC_Os05g49290,watering exposure
1392,24,1,1,0.94931084,LOC_Os11g07280,watering exposure
8966,24,1,1,0.94921106,LOC_Os06g44840,watering exposure
5682,24,1,1,0.9489879,LOC_Os03g02410,watering exposure
4761,24,1,1,0.9488651,LOC_Os10g34380,watering exposure
5818,24,1,1,0.9488106,LOC_Os05g34540,watering exposure
6541,24,1,1,0.948762,LOC_Os01g38980,watering exposure
6890,24,1,1,0.94783306,LOC_Os04g51300,watering exposure
11477,24,1,1,0.94723326,LOC_Os02g57370,watering exposure
696,24,1,1,0.9468611,LOC_Os06g49510,watering exposure
500,24,1,1,0.94649166,LOC_Os05g47780,watering exposure
11020,24,1,1,0.9458394,LOC_Os11g10100,watering exposure
4046,24,1,1,0.9451427,LOC_Os06g45910,watering exposure
3177,24,1,1,0.94481874,LOC_Os11g26790,watering exposure
834,24,1,1,0.94421405,LOC_Os03g15430,watering exposure
6892,24,1,1,0.94336945,LOC_Os05g04170,watering exposure
8600,24,1,1,0.9433373,LOC_Os11g14380,watering exposure
6734,24,1,1,0.9427012,LOC_Os01g03090,watering exposure
1138,24,0,1,0.9424499,LOC_Os06g12530,watering exposure
3623,24,1,1,0.94092804,LOC_Os03g16460,watering exposure
3509,24,1,1,0.9400191,LOC_Os07g10590,watering exposure
11329,24,1,1,0.9399426,LOC_Os02g29464,watering exposure
10518,24,1,1,0.93895733,LOC_Os08g02050,watering exposure
3178,24,1,1,0.93796855,LOC_Os09g39440,watering exposure
4322,24,1,1,0.9309156,LOC_Os06g46366,watering exposure
4871,24,1,1,0.9302093,LOC_Os08g06110,watering exposure
1282,24,1,1,0.92922115,LOC_Os08g27150,watering exposure
6653,24,1,1,0.92909753,LOC_Os06g43280,watering exposure
611,24,1,1,0.92868704,LOC_Os06g42730,watering exposure
11356,24,1,1,0.92693216,LOC_Os03g61690,watering exposure
4198,24,1,1,0.92673105,LOC_Os01g25880,watering exposure
7295,24,1,1,0.92612326,LOC_Os01g53920,watering exposure
3277,24,1,1,0.9242961,LOC_Os08g02340,watering exposure
7630,24,1,1,0.92379516,LOC_Os06g02144,watering exposure
7398,24,1,1,0.9210259,LOC_Os03g25390,watering exposure
9421,24,1,1,0.92089486,LOC_Os12g31000,watering exposure
9189,24,1,1,0.91882694,LOC_Os12g01390,watering exposure
9828,24,1,1,0.91841,LOC_Os11g32880,watering exposure
4851,24,1,1,0.9182585,LOC_Os10g23180,watering exposure
6341,24,1,1,0.9176418,LOC_Os04g39560,watering exposure
6844,24,1,1,0.9170607,LOC_Os02g48840,watering exposure
7190,24,1,1,0.9154585,LOC_Os02g55150,watering exposure
8094,24,1,1,0.91360414,LOC_Os03g42840,watering exposure
6903,24,1,1,0.9118293,LOC_Os08g20420,watering exposure
7827,24,1,1,0.9113443,LOC_Os10g10130,watering exposure
10725,24,1,1,0.9111387,LOC_Os01g43710,watering exposure
1618,24,1,1,0.91095287,LOC_Os10g39670,watering exposure
11894,24,1,1,0.9091218,LOC_Os06g06490,watering exposure
11948,24,1,1,0.9071135,LOC_Os08g32630,watering exposure
10097,24,1,1,0.9062762,LOC_Os06g51460,watering exposure
8115,24,1,1,0.90573275,LOC_Os02g32340,watering exposure
7201,24,1,1,0.90558994,LOC_Os05g45400,watering exposure
8738,24,1,1,0.9040863,LOC_Os04g53612,watering exposure
6957,24,1,1,0.8970151,LOC_Os03g13274,watering exposure
4888,24,1,1,0.89652836,LOC_Os11g01140,watering exposure
8594,24,1,1,0.89642656,LOC_Os05g41510,watering exposure
8914,24,1,1,0.8963993,LOC_Os06g01170,watering exposure
4383,24,1,1,0.8961799,LOC_Os06g24730,watering exposure
4879,24,0,1,0.89149314,LOC_Os03g48570,watering exposure
0,24,1,1,0.88763416,LOC_Os01g64660,watering exposure
5803,24,1,1,0.8874152,LOC_Os08g16780,watering exposure
10071,24,1,1,0.88629615,LOC_Os01g49026,watering exposure
4260,24,1,1,0.8849215,LOC_Os06g44210,watering exposure
4300,24,1,1,0.8842532,LOC_Os07g35300,watering exposure
4797,24,1,1,0.8839857,LOC_Os01g67134,watering exposure
9965,24,1,1,0.8836517,LOC_Os06g45250,watering exposure
826,24,1,1,0.88252765,LOC_Os07g42640,watering exposure
199,24,1,1,0.8817006,LOC_Os11g14010,watering exposure
6841,24,1,1,0.8812069,LOC_Os06g45850,watering exposure
6290,24,1,1,0.8782802,LOC_Os02g53780,watering exposure
4228,24,1,1,0.87782776,LOC_Os07g38270,watering exposure
10690,24,0,1,0.87475157,LOC_Os02g07200,watering exposure
10307,24,1,1,0.87451094,LOC_Os02g04650,watering exposure
11374,24,1,1,0.87054807,LOC_Os03g60550,watering exposure
4532,24,1,1,0.86968917,LOC_Os06g25800,watering exposure
5604,24,1,1,0.867609,LOC_Os01g64630,watering exposure
1274,24,1,1,0.86754847,LOC_Os10g39790,watering exposure
6852,24,1,1,0.867379,LOC_Os02g38598,watering exposure
10060,24,1,1,0.8655802,LOC_Os01g53700,watering exposure
7498,24,1,1,0.8646183,LOC_Os09g24320,watering exposure
6222,24,1,1,0.8641238,LOC_Os01g17010,watering exposure
10419,24,1,1,0.8631429,LOC_Os01g04930,watering exposure
860,24,1,1,0.8629471,LOC_Os04g34270,watering exposure
406,24,1,1,0.8623219,LOC_Os05g38580,watering exposure
11927,24,1,1,0.86029905,LOC_Os02g24354,watering exposure
10469,24,1,1,0.8583721,LOC_Os01g22070,watering exposure
5117,24,1,1,0.85450196,LOC_Os06g02430,watering exposure
11378,24,1,1,0.8523153,LOC_Os02g32590,watering exposure
3346,24,1,1,0.8479611,LOC_Os06g37180,watering exposure
9735,24,1,1,0.84700704,LOC_Os07g28930,watering exposure
9406,24,0,1,0.84566265,LOC_Os06g22820,watering exposure
3393,24,1,1,0.8456172,LOC_Os03g16800,watering exposure
9245,24,1,1,0.8438037,LOC_Os07g38420,watering exposure
909,24,1,1,0.8418383,LOC_Os11g24374,watering exposure
4294,24,1,1,0.8408115,LOC_Os04g59624,watering exposure
1922,24,1,1,0.840187,LOC_Os04g55510,watering exposure
9921,24,1,1,0.8400087,LOC_Os07g07060,watering exposure
6276,24,1,1,0.8384028,LOC_Os03g15010,watering exposure
1998,24,1,1,0.83735454,LOC_Os04g58700,watering exposure
10074,24,1,1,0.8321902,LOC_Os01g11960,watering exposure
4609,24,1,1,0.8305118,LOC_Os11g29390,watering exposure
7756,24,1,1,0.8292547,LOC_Os12g37970,watering exposure
6668,24,1,1,0.82907754,LOC_Os10g35940,watering exposure
